117.634400	0.320750	115.756800	127.296000		117.403350	0.303468	115.974800	119.874900		14.356290	0.012716	13.967100	14.657900
116.437750	0.327217	115.259200	118.774400		116.652510	0.315883	115.653600	118.853200		14.143010	0.113997	13.789600	14.503500
116.826930	0.157934	115.619000	122.857600		118.842080	1.099454	115.365300	126.233400		14.179000	0.003921	13.936400	14.467600
116.103230	0.001717	115.434700	116.812200		116.865280	0.251711	115.135100	118.597500		14.223400	0.096386	13.792500	14.579500
116.331060	0.119490	115.094700	122.743300		116.128640	0.058989	115.235500	116.867200		13.840200	0.005787	13.648700	14.141000
116.732330	0.126893	115.447100	118.677100		120.225490	1.172987	115.309400	126.103200		14.615980	0.006489	13.993800	15.009300
117.486450	0.239969	116.395800	118.980100		117.867480	0.779400	115.402800	121.133600		14.193550	0.001217	13.936400	14.575200
116.239220	0.015805	115.129100	117.146800		116.987900	0.254279	115.395300	122.453000		14.155390	0.019951	14.064200	14.320300
64.319930	0.172954	63.550000	65.665600		116.932600	0.426149	115.223100	121.769600		13.966060	0.030687	13.784700	14.258800
57.894580	0.124379	57.222700	58.464000		115.882560	0.292428	115.247700	116.807300		14.042400	0.057142	13.861700	14.524100
58.732930	0.121061	58.285200	60.737500		117.295700	0.040983	115.907700	118.835400		14.289090	0.070990	14.064600	14.753800
67.753230	0.223247	66.956700	69.377400		120.988440	0.247910	117.172500	125.174300		14.733600	0.077507	14.208700	15.562900
67.711810	0.145847	67.134900	68.462000		117.326920	0.071790	115.852900	118.285500		14.316070	0.008908	13.967800	14.639000
67.371210	0.009996	66.664300	68.531200		118.304040	0.482703	116.217000	124.067100		14.257350	0.034485	14.108000	14.499600
42.993040	0.077362	42.608300	44.239600		121.743380	0.943870	117.479200	144.321900		14.546370	0.036660	14.126900	15.580600
43.633510	0.147682	42.440100	44.601800		121.407140	0.937470	117.727300	132.021800		14.334880	0.080961	13.969900	14.835700
43.744140	0.366584	42.584900	47.262600		124.769860	0.286711	118.605900	128.908600		15.522580	0.280456	14.630100	17.361100
43.268470	0.130308	42.273400	44.299100		123.109730	1.063262	117.834300	130.269300		14.326800	0.013598	14.112900	14.675000
43.502390	0.792438	42.135900	46.008300		118.822990	0.176427	116.634600	121.510700		14.553950	0.004222	14.152800	14.859400
43.393440	0.111673	42.517800	44.347300		127.084950	0.756939	119.856900	145.563800		14.453230	0.070592	14.058700	14.963400
43.049970	0.086605	42.468800	43.428900		119.604630	0.553788	117.675000	124.988300		14.476330	0.011647	14.117800	15.032000
13.945490	0.009073	13.793200	14.286500		119.226430	0.741956	116.562900	128.647700		14.496930	0.098230	14.186300	15.102200
42.510090	0.165795	41.985800	43.484800		116.570300	0.200488	115.684100	117.298500		14.432560	0.091535	14.056200	14.908500
14.011090	0.005120	13.712200	15.533400		116.757690	0.178381	115.542700	119.582100		14.468070	0.044041	14.131600	14.931500
13.752970	0.058101	13.511300	14.155400		116.250440	0.140671	115.643100	116.948400		14.340200	0.088164	14.051200	14.851600
14.250810	0.093828	13.950000	14.561800		120.825590	0.320936	117.952900	131.927500		14.498970	0.015947	14.228300	14.744100
