285.607640	0.169922	284.351200	287.165300		289.435020	0.653270	284.477400	312.945400		15.327180	0.059381	15.102800	15.778800
133.820510	0.209251	132.127700	135.954800		292.052850	1.589440	287.026600	299.597600		15.536010	0.059163	15.135000	16.266000
133.098230	0.121820	130.665000	137.606700		287.176070	0.213621	284.806800	290.377800		15.148280	0.015078	15.012900	15.440400
126.868060	0.037334	125.062300	129.461700		289.941930	0.071951	287.354800	292.020500		16.150680	0.264613	15.110300	22.765200
121.405980	0.073042	120.194000	122.556700		291.109000	0.103217	286.713300	303.180600		15.388880	0.113614	15.029600	16.046600
121.456120	0.027853	119.037100	125.835200		290.563870	0.659705	286.893200	295.313600		15.265500	0.011859	15.069700	15.753000
120.842920	0.014553	118.860000	127.581800		288.442660	0.238455	284.820300	299.338200		15.104600	0.010815	15.000600	15.186000
120.338360	0.142979	118.916200	123.906300		286.720410	0.456731	282.313300	296.397600		15.105050	0.037426	15.012700	15.223400
11.282460	0.018866	11.176800	11.604500		287.181210	0.641598	283.837700	290.920400		15.107500	0.154635	14.849600	15.596500
11.550850	0.247496	11.263100	12.333500		290.969650	0.438055	287.983500	294.489600		15.521130	0.100045	15.210500	16.180700
11.566570	0.070686	11.388800	11.825500		299.771700	0.933789	295.374000	307.405700		16.270090	0.022417	15.395300	20.990400
